Source;Code;Name;Method;year;Depth;Latitude;Longitude;ALT_Permafrost_cci
CALM;M2 F;Nalaikh depression plain;T/B10;2005;510,00;47,75278000;107,336670000;2,60
CALM;M2 F;Nalaikh depression plain;T/B10;2006;530,00;47,75278000;107,336670000;2,10
CALM;M2 F;Nalaikh depression plain;T/B10;2007;585,00;47,75278000;107,336670000;3,05
CALM;M2 F;Nalaikh depression plain;T/B10;2008;590,00;47,75278000;107,336670000;3,05
CALM;M3;Argalant – valley bottom;T/B9;1997;610,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;1998;620,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;1999;600,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2000;610,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2001;660,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2002;720,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2003;760,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2004;770,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2005;750,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2006;760,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2007;770,00;47,92361000;106,547220000;NA
CALM;M3;Argalant – valley bottom;T/B9;2008;800,00;47,92361000;106,547220000;NA
CALM;M4 A;Burenkhan – northern slope;TT/B5;1997;340,00;49,78833000;100,034170000;2,32
CALM;M4 A;Burenkhan – northern slope;TT/B5;2000;380,00;49,78833000;100,034170000;2,75
CALM;M4 A;Burenkhan – northern slope;TT/B5;2001;390,00;49,78833000;100,034170000;2,87
CALM;M4 A;Burenkhan – northern slope;TT/B5;2002;420,00;49,78833000;100,034170000;3,08
CALM;M4 A;Burenkhan – northern slope;TT/B5;2003;440,00;49,78833000;100,034170000;3,07
CALM;M4 A;Burenkhan – northern slope;TT/B5;2004;430,00;49,78833000;100,034170000;3,25
CALM;M4 A;Burenkhan – northern slope;TT/B5;2005;410,00;49,78833000;100,034170000;2,86
CALM;M4 A;Burenkhan – northern slope;TT/B5;2006;390,00;49,78833000;100,034170000;3,03
CALM;M4 A;Burenkhan – northern slope;TT/B5;2007;430,00;49,78833000;100,034170000;3,08
CALM;M4 A;Burenkhan – northern slope;TT/B5;2008;430,00;49,78833000;100,034170000;2,96
CALM;M4 A;Burenkhan – northern slope;TT/B5;2009;390,00;49,78833000;100,034170000;3,04
CALM;M4 B;Burenkhan – valley bottom;TT/B6;2000;325,00;49,70417000;100,167500000;3,00
CALM;M4 B;Burenkhan – valley bottom;TT/B6;2001;340,00;49,70417000;100,167500000;3,50
CALM;M4 B;Burenkhan – valley bottom;TT/B6;2002;345,00;49,70417000;100,167500000;3,50
CALM;M4 B;Burenkhan – valley bottom;TT/B6;2003;348,00;49,70417000;100,167500000;3,50
CALM;M4 B;Burenkhan – valley bottom;TT/B6;2004;352,00;49,70417000;100,167500000;3,50
CALM;M4 B;Burenkhan – valley bottom;TT/B6;2005;342,00;49,70417000;100,167500000;4,00
CALM;M4 B;Burenkhan – valley bottom;TT/B6;2006;350,00;49,70417000;100,167500000;3,50
CALM;M4 C;Burenkhan north eastern slope;T/B40;2006;950,00;49,78472000;100,031670000;1,23
CALM;M4 C;Burenkhan north eastern slope;T/B40;2007;1200,00;49,78472000;100,031670000;1,80
CALM;M4 C;Burenkhan north eastern slope;T/B40;2008;1350,00;49,78472000;100,031670000;1,42
CALM;M4 C;Burenkhan north eastern slope;T/B40;2009;1250,00;49,78472000;100,031670000;1,45
CALM;M4 D;Burenkhan north-facing steep slope;T/B20;2007;410,00;49,78278000;100,046670000;2,95
CALM;M4 D;Burenkhan north-facing steep slope;T/B20;2008;400,00;49,78278000;100,046670000;2,87
CALM;M5 A;Ardag watershed;T/B75;1999;310,00;50,65917000;100,163330000;0,80
CALM;M5 A;Ardag watershed;T/B75;2004;400,00;50,65917000;100,163330000;0,87
CALM;M5 A;Ardag watershed;T/B75;2007;400,00;50,65917000;100,163330000;0,90
CALM;M5 A;Ardag watershed;T/B75;2008;410,00;50,65917000;100,163330000;0,77
CALM;M5 B;Ardag watershed 2;T/B75;1999;300,00;50,65639000;100,162500000;0,80
CALM;M5 B;Ardag watershed 2;T/B75;2000;280,00;50,65639000;100,162500000;0,83
CALM;M5 B;Ardag watershed 2;T/B75;2002;295,00;50,65639000;100,162500000;0,93
CALM;M5 B;Ardag watershed 2;T/B75;2004;270,00;50,65639000;100,162500000;0,87
CALM;M5 B;Ardag watershed 2;T/B75;2007;315,00;50,65639000;100,162500000;0,90
CALM;M5 B;Ardag watershed 2;T/B75;2008;325,00;50,65639000;100,162500000;0,77
CALM;M5 C;Ardag watershed 3;T/B150;2006;480,00;50,67667000;100,166390000;0,69
CALM;M5 C;Ardag watershed 3;T/B150;2007;250,00;50,67667000;100,166390000;0,86
CALM;M5 C;Ardag watershed 3;T/B150;2008;440,00;50,67667000;100,166390000;0,77
CALM;M5;Ardag Mountain;T/B15;1999;300,00;50,62639000;100,165830000;0,90
CALM;M5;Ardag Mountain;T/B15;2000;335,00;50,62639000;100,165830000;0,91
CALM;M5;Ardag Mountain;T/B15;2001;430,00;50,62639000;100,165830000;0,90
CALM;M5;Ardag Mountain;T/B15;2002;360,00;50,62639000;100,165830000;1,01
CALM;M5D;Ardag watershed 5;T/B200;2006;185,00;50,67667000;100,166390000;0,69
CALM;M5D;Ardag watershed 5;T/B200;2008;305,00;50,67667000;100,166390000;0,77
CALM;M6 A;Terkh – valley bottom;T/B15;1999;205,00;48,08194000;99,373330000;1,57
CALM;M6 A;Terkh – valley bottom;T/B15;2000;210,00;48,08194000;99,373330000;1,66
CALM;M6 A;Terkh – valley bottom;T/B15;2001;207,00;48,08194000;99,373330000;1,76
CALM;M6 A;Terkh – valley bottom;T/B15;2002;210,00;48,08194000;99,373330000;1,94
CALM;M6 A;Terkh – valley bottom;T/B15;2003;205,00;48,08194000;99,373330000;1,70
CALM;M6 A;Terkh – valley bottom;T/B15;2004;215,00;48,08194000;99,373330000;1,89
CALM;M6 A;Terkh – valley bottom;T/B15;2005;230,00;48,08194000;99,373330000;1,71
CALM;M6 A;Terkh – valley bottom;T/B15;2006;235,00;48,08194000;99,373330000;1,74
CALM;M6 A;Terkh – valley bottom;T/B15;2007;235,00;48,08194000;99,373330000;1,90
CALM;M6 A;Terkh – valley bottom;T/B15;2008;230,00;48,08194000;99,373330000;1,76
CALM;M6 A;Terkh – valley bottom;T/B15;2009;220,00;48,08194000;99,373330000;1,89
CALM;M7 A;Chuluut – pingo top;T/B15;1999;136,00;48,04111000;100,391670000;2,00
CALM;M7 A;Chuluut – pingo top;T/B15;2000;140,00;48,04111000;100,391670000;2,18
CALM;M7 A;Chuluut – pingo top;T/B15;2001;137,00;48,04111000;100,391670000;2,28
CALM;M7 A;Chuluut – pingo top;T/B15;2002;142,00;48,04111000;100,391670000;2,47
CALM;M7 A;Chuluut – pingo top;T/B15;2005;140,00;48,04111000;100,391670000;2,63
CALM;M7 A;Chuluut – pingo top;T/B15;2006;160,00;48,04111000;100,391670000;2,47
CALM;M7 A;Chuluut – pingo top;T/B15;2007;175,00;48,04111000;100,391670000;2,80
CALM;M7 A;Chuluut – pingo top;T/B15;2008;180,00;48,04111000;100,391670000;2,73
CALM;M7 A;Chuluut – pingo top;T/B15;2009;180,00;48,04111000;100,391670000;2,88
CALM;M7 B;Chuluut – valley bottom;T/B15;2002;285,00;48,63611000;100,375560000;2,63
CALM;M7 B;Chuluut – valley bottom;T/B15;2003;260,00;48,63611000;100,375560000;2,55
CALM;M7 B;Chuluut – valley bottom;T/B15;2004;290,00;48,63611000;100,375560000;2,88
CALM;M7 B;Chuluut – valley bottom;T/B15;2005;275,00;48,63611000;100,375560000;2,88
CALM;M7 B;Chuluut – valley bottom;T/B15;2006;270,00;48,63611000;100,375560000;2,73
CALM;M7 B;Chuluut – valley bottom;T/B15;2007;285,00;48,63611000;100,375560000;3,13
CALM;M7 B;Chuluut – valley bottom;T/B15;2008;290,00;48,63611000;100,375560000;3,00
CALM;M7 B;Chuluut – valley bottom;T/B15;2009;280,00;48,63611000;100,375560000;3,13
CALM;M8;Sharga – valley bottom;T/B10;2002;285,00;49,49027000;98,656390000;2,47
CALM;M8;Sharga – valley bottom;T/B10;2003;280,00;49,49027000;98,656390000;2,36
CALM;M8;Sharga – valley bottom;T/B10;2004;275,00;49,49027000;98,656390000;2,54
CALM;M8;Sharga – valley bottom;T/B10;2005;275,00;49,49027000;98,656390000;2,43
CALM;M8;Sharga – valley bottom;T/B10;2006;285,00;49,49027000;98,656390000;2,69
CALM;M8;Sharga – valley bottom;T/B10;2007;280,00;49,49027000;98,656390000;2,32
CALM;M8;Sharga – valley bottom;T/B10;2008;290,00;49,49027000;98,656390000;2,05
CALM;M8;Sharga – valley bottom;T/B10;2009;280,00;49,49027000;98,656390000;2,27
CALM;M9;Gurban turuu;TT/B3;2001;295,00;47,03889000;107,686110000;NA
CALM;M9;Gurban turuu;TT/B3;2002;301,00;47,03889000;107,686110000;NA
CALM;M9;Gurban turuu;TT/B3;2003;305,00;47,03889000;107,686110000;NA
CALM;M9;Gurban turuu;TT/B3;2004;295,00;47,03889000;107,686110000;NA
CALM;N1;"Janssonhaugen; Svalbard";T/B102;1998;154,00;78,16666667;16,466666670;0,31
CALM;N1;"Janssonhaugen; Svalbard";T/B102;1999;142,00;78,16666667;16,466666670;0,21
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2000;157,00;78,16666667;16,466666670;0,19
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2001;159,00;78,16666667;16,466666670;0,30
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2002;171,00;78,16666667;16,466666670;0,34
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2003;171,00;78,16666667;16,466666670;0,33
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2004;173,00;78,16666667;16,466666670;0,30
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2005;165,00;78,16666667;16,466666670;0,29
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2006;180,00;78,16666667;16,466666670;0,29
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2007;175,00;78,16666667;16,466666670;0,27
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2008;166,00;78,16666667;16,466666670;0,23
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2009;174,00;78,16666667;16,466666670;0,27
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2010;182,00;78,16666667;16,466666670;0,26
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2011;183,00;78,16666667;16,466666670;0,30
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2012;176,00;78,16666667;16,466666670;0,26
CALM;N1;"Janssonhaugen; Svalbard";T/B102;2013;180,00;78,16666667;16,466666670;0,31
CALM;N2;"Junvvasshoe; Norway";T/B129;1999;210,00;61,66666667;8,366666667;0,62
CALM;N2;"Junvvasshoe; Norway";T/B129;2000;195,00;61,66666667;8,366666667;0,48
CALM;N2;"Junvvasshoe; Norway";T/B129;2001;200,00;61,66666667;8,366666667;0,68
CALM;N2;"Junvvasshoe; Norway";T/B129;2002;240,00;61,66666667;8,366666667;1,30
CALM;N2;"Junvvasshoe; Norway";T/B129;2003;245,00;61,66666667;8,366666667;0,62
CALM;N2;"Junvvasshoe; Norway";T/B129;2004;217,00;61,66666667;8,366666667;0,58
CALM;N2;"Junvvasshoe; Norway";T/B129;2005;221,00;61,66666667;8,366666667;0,96
CALM;N2;"Junvvasshoe; Norway";T/B129;2006;240,00;61,66666667;8,366666667;1,03
CALM;N2;"Junvvasshoe; Norway";T/B129;2007;215,00;61,66666667;8,366666667;1,03
CALM;N2;"Junvvasshoe; Norway";T/B129;2008;217,00;61,66666667;8,366666667;0,67
CALM;N2;"Junvvasshoe; Norway";T/B129;2009;226,00;61,66666667;8,366666667;0,88
CALM;N2;"Junvvasshoe; Norway";T/B129;2010;213,00;61,66666667;8,366666667;0,52
CALM;N2;"Junvvasshoe; Norway";T/B129;2011;229,00;61,66666667;8,366666667;0,48
CALM;N3;UNISCALM;100/T;2000;96,00;78,20000000;15,750000000;0,11
CALM;N3;UNISCALM;100/T;2001;99,00;78,20000000;15,750000000;0,21
CALM;N3;UNISCALM;100/T;2002;96,00;78,20000000;15,750000000;0,23
CALM;N3;UNISCALM;100/T;2003;93,00;78,20000000;15,750000000;0,23
CALM;N3;UNISCALM;100/T;2004;91,00;78,20000000;15,750000000;0,21
CALM;N3;UNISCALM;100/T;2005;74,00;78,20000000;15,750000000;0,20
CALM;N3;UNISCALM;100/T;2006;100,00;78,20000000;15,750000000;0,23
CALM;N3;UNISCALM;100/T;2007;105,00;78,20000000;15,750000000;0,21
CALM;N3;UNISCALM;100/T;2008;110,00;78,20000000;15,750000000;0,21
CALM;N3;UNISCALM;100/T;2009;100,00;78,20000000;15,750000000;0,23
CALM;N3;UNISCALM;100/T;2010;101,00;78,20000000;15,750000000;0,21
CALM;N3;UNISCALM;100/T;2011;101,00;78,20000000;15,750000000;0,23
CALM;N3;UNISCALM;100/T;2012;101,00;78,20000000;15,750000000;0,21
CALM;N3;UNISCALM;100/T;2013;102,00;78,20000000;15,750000000;0,23
CALM;N3;UNISCALM;100/T;2014;103,00;78,20000000;15,750000000;0,23
CALM;N3;UNISCALM;100/T;2015;105,00;78,20000000;15,750000000;0,24
CALM;P1;"Calypsos Tranda; Svalbard";P;1998;137,00;77,56666667;14,500000000;0,23
CALM;P1;"Calypsos Tranda; Svalbard";P;2000;134,00;77,56666667;14,500000000;0,19
CALM;P1;"Calypsos Tranda; Svalbard";P;2001;131,00;77,56666667;14,500000000;0,27
CALM;P1;"Calypsos Tranda; Svalbard";P;2002;135,00;77,56666667;14,500000000;0,27
CALM;P1;"Calypsos Tranda; Svalbard";P;2005;178,00;77,56666667;14,500000000;0,24
CALM;P1;"Calypsos Tranda; Svalbard";P;2006;195,00;77,56666667;14,500000000;0,29
CALM;P1;"Calypsos Tranda; Svalbard";P;2007;197,00;77,56666667;14,500000000;0,24
CALM;P1;"Calypsos Tranda; Svalbard";P;2008;185,00;77,56666667;14,500000000;0,24
CALM;P1;"Calypsos Tranda; Svalbard";P;2009;188,00;77,56666667;14,500000000;0,29
CALM;P2 A;"Kaffioyra Plain; Spitzbergen";P;1999;120,00;78,68333333;11,833333330;0,31
CALM;P2 A;"Kaffioyra Plain; Spitzbergen";P;2000;117,00;78,68333333;11,833333330;0,24
CALM;P2 A;"Kaffioyra Plain; Spitzbergen";P;2001;122,00;78,68333333;11,833333330;0,36
CALM;P2 A;"Kaffioyra Plain; Spitzbergen";P;2002;128,00;78,68333333;11,833333330;0,34
CALM;P2 A;"Kaffioyra Plain; Spitzbergen";P;2003;106,00;78,68333333;11,833333330;0,31
CALM;P2 A;"Kaffioyra Plain; Spitzbergen";P;2004;112,00;78,68333333;11,833333330;0,33
CALM;P2 A;"Kaffioyra Plain; Spitzbergen";P;2005;118,00;78,68333333;11,833333330;0,31
CALM;P2 B;"Kaffioyra Plain; Spitzbergen";P;1999;165,00;78,68333333;11,833333330;0,31
CALM;P2 B;"Kaffioyra Plain; Spitzbergen";P;2000;156,00;78,68333333;11,833333330;0,24
CALM;P2 B;"Kaffioyra Plain; Spitzbergen";P;2001;158,00;78,68333333;11,833333330;0,36
CALM;P2 B;"Kaffioyra Plain; Spitzbergen";P;2002;168,00;78,68333333;11,833333330;0,34
CALM;P2 B;"Kaffioyra Plain; Spitzbergen";P;2003;140,00;78,68333333;11,833333330;0,31
CALM;P2 B;"Kaffioyra Plain; Spitzbergen";P;2004;108,00;78,68333333;11,833333330;0,33
CALM;P2 B;"Kaffioyra Plain; Spitzbergen";P;2005;132,00;78,68333333;11,833333330;0,31
CALM;P2 C;"Kaffioyra Plain; Spitzbergen";P;1999;200,00;78,68333333;11,833333330;0,31
CALM;P2 C;"Kaffioyra Plain; Spitzbergen";P;2000;210,00;78,68333333;11,833333330;0,24
CALM;P2 C;"Kaffioyra Plain; Spitzbergen";P;2001;219,00;78,68333333;11,833333330;0,36
CALM;P2 C;"Kaffioyra Plain; Spitzbergen";P;2002;170,00;78,68333333;11,833333330;0,34
CALM;P2 C;"Kaffioyra Plain; Spitzbergen";P;2003;230,00;78,68333333;11,833333330;0,31
CALM;P2 C;"Kaffioyra Plain; Spitzbergen";P;2004;191,00;78,68333333;11,833333330;0,33
CALM;P2 C;"Kaffioyra Plain; Spitzbergen";P;2005;220,00;78,68333333;11,833333330;0,31
CALM;R11;"Mt. Dionisy; Chukotka";100/T;1997;47,00;64,56666667;177,200000000;0,72
CALM;R11;"Mt. Dionisy; Chukotka";100/T;1998;45,00;64,56666667;177,200000000;0,57
CALM;R11;"Mt. Dionisy; Chukotka";100/T;1999;53,00;64,56666667;177,200000000;0,58
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2000;46,00;64,56666667;177,200000000;0,55
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2001;47,00;64,56666667;177,200000000;0,63
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2002;52,00;64,56666667;177,200000000;0,73
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2003;55,00;64,56666667;177,200000000;0,78
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2004;64,00;64,56666667;177,200000000;0,92
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2005;62,00;64,56666667;177,200000000;0,78
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2007;67,00;64,56666667;177,200000000;0,92
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2008;61,00;64,56666667;177,200000000;0,85
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2009;60,00;64,56666667;177,200000000;0,72
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2010;53,00;64,56666667;177,200000000;0,92
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2011;57,00;64,56666667;177,200000000;0,92
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2012;54,00;64,56666667;177,200000000;0,83
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2013;57,00;64,56666667;177,200000000;0,82
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2014;60,00;64,56666667;177,200000000;1,08
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2015;58,00;64,56666667;177,200000000;1,15
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2016;64,00;64,56666667;177,200000000;1,18
CALM;R11;"Mt. Dionisy; Chukotka";100/T;2017;60,00;64,56666667;177,200000000;1,13
CALM;R12 A;"Kuropatochya River; Kolyma";100/T/B15;1997;36,00;70,91666667;156,633333300;0,20
CALM;R12 B;"Kuropatochya River; Kolyma";100;1997;36,00;70,91666667;156,633333300;0,20
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;1997;37,00;70,08333333;159,583333300;0,20
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;1999;36,00;70,08333333;159,583333300;0,14
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2000;33,00;70,08333333;159,583333300;0,17
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2001;38,00;70,08333333;159,583333300;0,21
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2002;44,00;70,08333333;159,583333300;0,27
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2003;49,00;70,08333333;159,583333300;0,27
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2005;50,00;70,08333333;159,583333300;0,31
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2006;42,00;70,08333333;159,583333300;0,19
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2007;55,00;70,08333333;159,583333300;0,39
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2008;50,00;70,08333333;159,583333300;0,26
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2009;36,00;70,08333333;159,583333300;0,21
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2010;52,00;70,08333333;159,583333300;0,34
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2011;45,00;70,08333333;159,583333300;0,23
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2012;43,00;70,08333333;159,583333300;0,24
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2013;47,00;70,08333333;159,583333300;0,19
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2015;36,00;70,08333333;159,583333300;0,23
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2016;46,00;70,08333333;159,583333300;0,34
CALM;R13 A;"Cape Chukochii; edoma; Kolyma";100/T/B30;2017;43,00;70,08333333;159,583333300;0,34
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2000;31,00;70,08333333;159,916666700;0,14
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2001;39,00;70,08333333;159,916666700;0,16
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2002;38,00;70,08333333;159,916666700;0,26
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2003;48,00;70,08333333;159,916666700;0,24
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2005;46,00;70,08333333;159,916666700;0,27
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2006;32,00;70,08333333;159,916666700;0,16
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2007;56,00;70,08333333;159,916666700;0,39
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2008;37,00;70,08333333;159,916666700;0,26
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2009;25,00;70,08333333;159,916666700;0,23
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2010;46,00;70,08333333;159,916666700;0,31
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2011;46,00;70,08333333;159,916666700;0,26
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2012;41,00;70,08333333;159,916666700;0,23
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2013;47,00;70,08333333;159,916666700;0,16
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2015;27,00;70,08333333;159,916666700;0,26
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2016;41,00;70,08333333;159,916666700;0,39
CALM;R13 B;"Cape Chukochi; alas; Kolyma";100;2017;38,00;70,08333333;159,916666700;0,39
CALM;R14;"Chukochya River; Kolyma";100/T/B25;1998;41,00;69,48333333;156,983333300;0,31
CALM;R14;"Chukochya River; Kolyma";100/T/B25;1999;38,00;69,48333333;156,983333300;0,33
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2000;41,00;69,48333333;156,983333300;0,39
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2005;47,00;69,48333333;156,983333300;0,54
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2006;44,00;69,48333333;156,983333300;0,40
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2008;39,00;69,48333333;156,983333300;0,49
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2009;46,00;69,48333333;156,983333300;0,44
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2010;49,00;69,48333333;156,983333300;0,54
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2011;47,00;69,48333333;156,983333300;0,49
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2012;46,00;69,48333333;156,983333300;0,44
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2013;42,00;69,48333333;156,983333300;0,37
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2015;48,00;69,48333333;156,983333300;0,44
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2016;41,00;69,48333333;156,983333300;0,50
CALM;R14;"Chukochya River; Kolyma";100/T/B25;2017;49,00;69,48333333;156,983333300;0,49
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;1997;44,00;69,38333333;158,466666700;0,30
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;1998;25,00;69,38333333;158,466666700;0,23
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;1999;32,00;69,38333333;158,466666700;0,26
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2001;36,00;69,38333333;158,466666700;0,34
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2006;30,00;69,38333333;158,466666700;0,31
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2007;60,00;69,38333333;158,466666700;0,50
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2008;38,00;69,38333333;158,466666700;0,39
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2009;28,00;69,38333333;158,466666700;0,33
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2010;48,00;69,38333333;158,466666700;0,43
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2011;32,00;69,38333333;158,466666700;0,41
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2012;30,00;69,38333333;158,466666700;0,34
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2013;30,00;69,38333333;158,466666700;0,30
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2015;31,00;69,38333333;158,466666700;0,34
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2016;33,00;69,38333333;158,466666700;0,41
CALM;R15 A;"Chukochya River; Kolyma";100/T/B50;2017;31,00;69,38333333;158,466666700;0,41
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;1999;36,00;69,38333333;158,466666700;0,26
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2001;32,00;69,38333333;158,466666700;0,34
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2006;44,00;69,38333333;158,466666700;0,31
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2007;54,00;69,38333333;158,466666700;0,50
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2008;44,00;69,38333333;158,466666700;0,39
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2009;39,00;69,38333333;158,466666700;0,33
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2010;45,00;69,38333333;158,466666700;0,43
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2011;54,00;69,38333333;158,466666700;0,41
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2012;46,00;69,38333333;158,466666700;0,34
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2013;43,00;69,38333333;158,466666700;0,30
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2015;44,00;69,38333333;158,466666700;0,34
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2016;41,00;69,38333333;158,466666700;0,41
CALM;R15 B;"Chukochya River; Kolyma";100/T/B50;2017;39,00;69,38333333;158,466666700;0,41
CALM;R16;"Chukochya River; Kolyma";100;1999;30,00;69,08333333;158,900000000;0,36
CALM;R16;"Chukochya River; Kolyma";100;2005;54,00;69,08333333;158,900000000;0,54
CALM;R16;"Chukochya River; Kolyma";100;2006;42,00;69,08333333;158,900000000;0,43
CALM;R16;"Chukochya River; Kolyma";100;2007;75,00;69,08333333;158,900000000;0,64
CALM;R16;"Chukochya River; Kolyma";100;2008;49,00;69,08333333;158,900000000;0,49
CALM;R16;"Chukochya River; Kolyma";100;2009;43,00;69,08333333;158,900000000;0,44
CALM;R16;"Chukochya River; Kolyma";100;2010;56,00;69,08333333;158,900000000;0,54
